CNT,ST004D01T,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,HISCED,ICTRES,ESCS,PV1MATH,PV1READ,PV1SCIE
FIN,2.0,2.0,1.0,2.0,1.0,9.0,,0.1134,422.64,346.958,491.014
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.4672,587.754,636.601,548.782
FIN,2.0,1.0,1.0,2.0,1.0,5.0,,-1.1947,481.07,461.325,531.159
FIN,2.0,1.0,1.0,1.0,1.0,6.0,,-0.1283,595.552,618.585,543.126
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.762,564.645,636.763,555.179
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,1.3453,711.489,637.355,747.455
FIN,2.0,1.0,1.0,2.0,1.0,5.0,,-0.0663,531.788,639.39,592.076
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,0.9998,590.512,677.384,708.102
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.7357,493.74,522.399,526.14
FIN,2.0,1.0,1.0,1.0,1.0,7.0,,0.7341,435.132,450.875,358.816
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-1.0273,361.751,374.888,370.522
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.3531,636.644,633.069,668.909
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1907,528.653,715.704,664.891
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,0.7412,573.567,591.485,648.955
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,0.821,572.49,600.496,590.099
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,-0.029,372.335,395.9,420.545
FIN,1.0,1.0,1.0,2.0,1.0,5.0,,-0.6412,469.222,492.54,519.58
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.9866,492.25,452.387,535.775
FIN,1.0,2.0,2.0,1.0,2.0,9.0,,-1.0643,337.975,332.62,371.056
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-1.1498,409.408,430.447,461.579
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.4618,561.321,564.013,683.407
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.0583,420.213,461.743,429.508
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,-0.5267,452.012,469.692,483.052
FIN,1.0,1.0,2.0,2.0,1.0,9.0,,0.0459,481.003,555.682,601.296
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.8436,535.829,489.702,650.267
FIN,1.0,2.0,2.0,1.0,1.0,5.0,,-1.0057,540.604,575.706,564.2
FIN,1.0,1.0,1.0,2.0,1.0,5.0,,-0.7138,349.173,403.173,357.332
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.7828,423.294,476.73,436.981
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,-0.3987,523.775,536.112,506.108
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.4247,467.233,481.675,545.574
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,2.0348,360.336,403.984,412.53
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.2225,417.672,416.934,469.983
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.0379,514.711,552.935,457.319
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.0622,385.027,423.627,372.969
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.7154,344.129,392.857,351.395
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.0916,650.11,554.673,672.784
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,-0.4552,362.165,438.832,345.322
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,0.698,481.689,533.957,516.9
FIN,1.0,1.0,1.0,1.0,1.0,7.0,,0.6394,430.216,423.172,445.851
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.6079,529.373,488.104,541.361
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.2235,519.997,553.554,568.895
FIN,1.0,1.0,1.0,2.0,1.0,5.0,,-1.2443,639.927,699.966,709.127
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.1138,467.21,424.84,449.98
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,-0.3623,319.436,237.435,366.07
FIN,2.0,,,,,,,,474.956,488.333,563.186
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.1533,350.443,379.791,391.038
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.6617,481.903,464.991,473.433
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.8069,487.76,406.7,537.925
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.6711,452.957,498.569,535.756
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.4901,517.659,563.795,457.257
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.3935,412.119,566.99,480.904
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.7112,409.404,502.08,389.818
FIN,2.0,2.0,1.0,1.0,1.0,4.0,,-0.8025,487.018,498.13,497.143
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.4276,529.167,573.035,602.241
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,-1.0729,470.774,610.058,517.205
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,0.528,528.684,454.245,512.6
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,-0.7525,482.039,404.437,435.727
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.8995,568.237,584.187,715.137
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.454,562.296,566.582,707.989
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.0377,471.578,516.361,538.942
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,-0.6208,412.385,432.89,470.521
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.9477,466.8,463.549,485.629
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.6584,677.513,539.213,711.855
FIN,1.0,2.0,1.0,1.0,1.0,9.0,,0.8277,484.655,474.23,537.674
FIN,2.0,1.0,1.0,2.0,1.0,,,-0.4696,428.905,308.758,425.522
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,1.1208,670.381,694.416,660.105
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.4274,535.088,572.434,599.269
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.0298,437.07,514.07,452.178
FIN,1.0,1.0,1.0,1.0,1.0,7.0,,-0.2884,410.723,374.836,396.196
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.1433,513.199,557.03,601.259
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.1807,421.021,412.275,379.487
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,-0.4757,359.417,389.58,297.257
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.687,595.262,618.091,589.045
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.7644,592.786,663.235,664.683
FIN,2.0,1.0,1.0,1.0,1.0,,,,481.074,457.961,501.967
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-1.2178,392.35,451.435,467.971
FIN,2.0,2.0,1.0,1.0,1.0,10.0,,0.9492,525.131,543.047,522.944
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.1693,575.214,624.434,709.827
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.9356,505.869,536.677,593.571
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,-0.8026,480.409,431.581,473.026
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.1192,537.705,581.848,588.302
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,-0.0948,490.141,490.759,574.135
FIN,1.0,2.0,1.0,1.0,1.0,4.0,,-1.5551,421.67,448.551,431.142
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.1282,560.269,498.839,556.516
FIN,1.0,2.0,1.0,1.0,1.0,5.0,,-0.9448,382.12,337.894,423.062
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,-0.1512,489.555,527.888,439.872
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,1.1599,531.821,533.098,656.473
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.4263,524.49,582.73,491.011
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,1.3497,404.459,394.265,425.999
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,0.5563,405.021,258.308,391.543
FIN,2.0,1.0,2.0,1.0,1.0,9.0,,0.5641,453.564,399.18,462.449
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.8114,513.214,525.241,567.001
FIN,1.0,,,,,,,,609.12,599.815,670.327
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,-0.2756,369.316,359.657,416.787
FIN,2.0,1.0,1.0,1.0,1.0,,,,242.66,247.707,330.753
FIN,1.0,1.0,1.0,1.0,1.0,7.0,,-0.2059,591.187,642.472,617.537
FIN,2.0,1.0,1.0,2.0,1.0,5.0,,-0.8177,559.716,573.793,579.94
FIN,1.0,2.0,1.0,1.0,1.0,3.0,,-1.9383,415.382,436.62,277.159
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.2664,557.562,613.635,577.98
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-0.9769,544.429,591.773,575.048
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.4752,397.013,521.851,241.495
FIN,2.0,2.0,1.0,1.0,1.0,10.0,,0.0745,310.681,216.137,288.43
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.9025,364.698,322.629,442.05
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.6006,308.619,357.379,305.082
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,0.4438,705.033,665.734,708.342
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.4557,457.389,397.471,408.936
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.4763,532.33,520.924,517.304
FIN,2.0,2.0,1.0,2.0,1.0,9.0,,0.5714,542.685,524.762,623.164
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.2478,393.563,416.274,401.928
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.1478,517.658,564.899,539.142
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,1.0304,482.147,419.052,481.749
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-1.282,368.967,398.623,375.646
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.8943,400.681,372.461,406.794
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-1.0161,456.126,484.508,441.08
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,1.2727,411.218,354.172,342.628
FIN,1.0,1.0,1.0,2.0,1.0,3.0,,-2.394,355.267,380.351,329.183
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,4.0923,371.182,309.379,185.736
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.0937,482.28,511.461,554.182
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.8802,424.405,509.746,527.79
FIN,1.0,1.0,1.0,2.0,1.0,10.0,,1.1068,633.427,569.353,625.151
FIN,1.0,2.0,1.0,1.0,1.0,7.0,,-0.5959,527.202,491.741,529.894
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1818,615.581,513.706,646.276
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.1186,377.059,428.148,427.467
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,0.5243,470.422,570.055,644.672
FIN,2.0,2.0,1.0,2.0,1.0,9.0,,-0.4486,478.683,487.499,515.294
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.7503,491.248,514.079,500.4
FIN,1.0,1.0,2.0,1.0,1.0,9.0,,0.9045,487.692,407.654,343.5
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.5136,542.583,549.783,487.528
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,-0.0604,404.227,439.647,439.062
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,0.0983,411.297,497.264,518.06
FIN,1.0,1.0,2.0,2.0,1.0,4.0,,-0.0353,478.139,592.912,543.179
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.864,556.631,573.02,526.151
FIN,2.0,1.0,1.0,2.0,1.0,3.0,,-1.984,547.251,484.022,488.142
FIN,2.0,,,,,,,,532.466,413.821,486.91
FIN,2.0,1.0,1.0,1.0,1.0,7.0,,0.5673,429.738,414.13,383.121
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.6469,436.254,358.774,455.3
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.6898,540.234,561.88,549.777
FIN,1.0,1.0,1.0,1.0,1.0,6.0,,-1.5856,353.149,363.293,361.903
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-0.8043,420.158,379.25,388.077
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.8989,517.94,525.394,595.524
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-1.1433,439.248,404.211,541.05
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,0.2495,521.031,511.687,529.241
FIN,2.0,,,,,,,,397.113,330.004,431.827
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.4182,650.113,625.729,650.035
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,-0.2941,354.53,383.627,390.112
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.0703,444.386,441.176,499.983
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-0.9182,410.528,237.856,335.309
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.85,596.299,607.813,755.424
FIN,1.0,1.0,1.0,1.0,1.0,,,,411.071,398.149,439.131
FIN,2.0,2.0,2.0,2.0,1.0,4.0,,-0.7176,394.986,400.632,432.146
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.9089,529.922,519.503,517.425
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,1.5006,569.391,537.215,604.412
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.0259,519.623,537.785,570.841
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,1.2587,639.459,600.003,691.025
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1486,543.503,549.627,487.513
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.3969,596.676,516.978,621.222
FIN,1.0,2.0,2.0,1.0,1.0,8.0,,-0.0026,417.946,420.322,520.352
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,-0.658,569.321,531.008,546.39
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.5066,438.173,485.765,483.246
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.5954,636.798,586.45,741.746
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.9833,462.445,470.293,523.171
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,-0.2643,385.138,409.008,450.366
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.2414,389.644,396.085,426.698
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,-0.9461,280.047,247.9,290.873
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-0.7736,423.813,453.532,487.103
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,1.1178,582.016,559.041,584.455
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.4127,387.203,424.991,441.244
FIN,1.0,1.0,1.0,2.0,1.0,5.0,,-1.5824,589.225,653.5,577.828
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.8685,654.73,608.708,710.005
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.7286,492.74,466.507,521.208
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-1.2093,478.157,504.396,478.938
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.1148,580.164,556.721,553.057
FIN,2.0,1.0,1.0,,1.0,9.0,,0.8792,592.116,482.306,579.061
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.138,424.743,509.424,386.805
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,1.1427,375.137,444.412,400.479
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,1.0412,642.286,670.915,720.754
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1444,602.738,654.093,613.694
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.8753,485.276,491.813,486.67
FIN,1.0,1.0,1.0,2.0,1.0,7.0,,-0.691,484.401,568.197,410.14
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.4473,586.83,614.697,676.072
FIN,2.0,2.0,1.0,2.0,1.0,8.0,,-0.1392,316.863,261.019,348.662
FIN,2.0,1.0,2.0,2.0,1.0,8.0,,-0.5978,383.569,515.651,357.416
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.8089,489.63,463.825,553.706
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.058,588.293,537.456,683.669
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.3123,542.855,488.068,623.75
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,0.3425,666.923,602.566,582.36
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,-0.1268,279.913,360.627,266.548
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,-0.1466,347.226,326.803,305.049
FIN,2.0,1.0,2.0,2.0,1.0,7.0,,-1.1274,340.613,255.797,406.518
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.1581,588.929,563.212,627.583
FIN,1.0,1.0,1.0,1.0,1.0,7.0,,-0.1963,562.388,607.121,595.78
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,0.9845,350.26,388.966,342.518
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.4346,542.008,555.935,559.099
FIN,1.0,1.0,1.0,2.0,1.0,3.0,,-0.2993,470.97,611.553,573.863
FIN,1.0,2.0,2.0,1.0,1.0,4.0,,-1.5544,361.297,377.284,345.77
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.4088,431.715,528.883,402.212
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-1.0963,474.947,452.935,438.159
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.9044,605.861,695.506,649.316
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.4517,364.802,390.216,424.04
FIN,1.0,2.0,1.0,1.0,1.0,5.0,,-0.0999,478.387,416.413,412.281
FIN,2.0,,,,,,,,343.78,291.821,353.235
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1688,522.253,556.999,563.118
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,0.8595,576.083,486.581,561.631
FIN,2.0,,,,,,,,390.563,437.188,433.96
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,1.3318,414.298,437.343,431.21
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-1.1771,574.184,520.866,616.151
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,-0.3752,380.999,323.054,353.421
FIN,2.0,1.0,1.0,2.0,1.0,5.0,,-0.2829,403.508,445.713,407.466
FIN,1.0,1.0,2.0,1.0,1.0,5.0,,-1.2347,524.25,485.533,561.427
FIN,2.0,2.0,1.0,2.0,1.0,9.0,,0.6172,510.694,513.685,642.12
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,2.0542,383.176,320.014,471.681
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.0189,656.9,565.433,653.313
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.8437,441.639,488.473,466.068
FIN,1.0,1.0,1.0,,1.0,9.0,,1.0915,357.998,302.95,412.934
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-1.3864,522.569,539.862,547.104
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,0.716,499.123,490.596,431.548
FIN,1.0,2.0,1.0,1.0,1.0,8.0,,-0.0978,439.956,486.414,398.574
FIN,1.0,1.0,1.0,2.0,1.0,2.0,,-2.8874,258.308,203.117,255.088
FIN,2.0,1.0,1.0,,1.0,5.0,,-0.8626,300.319,446.652,317.486
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.6354,529.408,443.04,626.791
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.0766,514.935,434.409,514.808
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.0618,423.353,493.402,498.241
FIN,2.0,1.0,1.0,1.0,1.0,7.0,,-1.2456,331.495,417.18,335.743
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.9274,403.989,350.529,346.294
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-1.2609,503.33,483.543,550.834
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,1.0728,676.069,686.279,645.998
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.9671,604.489,656.084,697.034
FIN,2.0,1.0,1.0,1.0,1.0,6.0,,-0.8822,360.111,301.791,428.28
FIN,2.0,1.0,1.0,1.0,1.0,7.0,,0.7293,639.125,622.433,633.82
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.2345,495.482,553.181,500.541
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.914,491.848,493.6,493.759
FIN,2.0,1.0,1.0,2.0,1.0,7.0,,-0.2553,449.56,358.738,391.501
FIN,1.0,2.0,1.0,2.0,1.0,8.0,,0.577,439.237,533.275,444.873
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,0.2067,508.919,598.749,534.142
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-1.1696,424.069,391.683,484.486
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.0317,433.681,506.124,428.013
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,-0.002,410.389,315.306,341.649
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1486,555.946,557.939,663.411
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.3993,441.01,480.433,498.892
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.5883,598.239,636.375,596.38
FIN,1.0,2.0,1.0,1.0,1.0,4.0,,-0.9093,501.328,574.56,447.427
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.2745,482.322,471.057,481.443
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,1.016,346.668,276.67,362.88
FIN,1.0,2.0,1.0,1.0,1.0,8.0,,-0.7769,457.779,502.767,482.712
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.1317,670.691,603.85,696.76
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.7215,597.818,546.705,650.535
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.9561,505.578,575.907,464.196
FIN,1.0,1.0,1.0,2.0,1.0,5.0,,-0.643,415.87,416.851,469.431
FIN,1.0,2.0,1.0,2.0,1.0,9.0,,0.7527,596.664,639.331,619.026
FIN,1.0,2.0,2.0,2.0,1.0,1.0,,-2.9264,387.633,478.355,414.037
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.1398,310.579,304.39,265.727
FIN,1.0,1.0,1.0,2.0,1.0,7.0,,-0.0047,560.892,583.908,585.151
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.1085,476.539,449.272,586.22
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,-0.0333,482.478,573.752,468.252
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.1246,595.322,710.858,567.216
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,1.0714,617.613,560.282,652.919
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,-0.1742,546.05,577.867,630.382
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.3879,547.528,562.154,477.043
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.4645,507.393,453.743,491.557
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,-0.1845,376.182,303.991,267.112
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.7187,541.439,491.903,559.154
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-1.0853,396.258,386.481,444.249
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,1.1876,649.004,683.406,701.892
FIN,2.0,1.0,1.0,,1.0,8.0,,-0.0641,382.856,410.822,435.515
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.9241,660.427,612.546,732.28
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.9588,504.431,449.828,465.899
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.1089,474.154,518.78,425.042
FIN,1.0,1.0,2.0,1.0,1.0,9.0,,1.0706,652.108,546.768,650.568
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,0.9684,491.247,472.999,585.261
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,0.0446,408.117,428.151,444.193
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.6234,431.55,447.135,528.243
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.4213,594.132,642.188,669.648
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.0181,485.784,513.226,526.4
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.7774,513.139,557.326,621.99
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,-0.2882,488.283,613.737,557.085
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.3225,345.681,346.216,375.704
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.7665,511.719,536.376,566.048
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,-0.617,577.443,641.2,621.293
FIN,1.0,1.0,,,1.0,,,,353.712,322.909,355.555
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.1583,645.93,634.5,694.765
FIN,2.0,1.0,1.0,2.0,1.0,,,,336.001,497.863,278.586
FIN,2.0,1.0,1.0,2.0,1.0,5.0,,-0.0014,420.035,320.592,412.824
FIN,2.0,1.0,1.0,,1.0,8.0,,-0.1756,339.549,406.093,309.203
FIN,1.0,1.0,1.0,2.0,1.0,5.0,,-1.507,586.662,611.649,666.132
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.7679,395.72,428.683,475.435
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.3588,484.427,364.802,527.359
FIN,2.0,1.0,1.0,1.0,1.0,7.0,,-0.2792,495.672,527.437,458.281
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,1.1047,486.081,481.614,521.71
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.5627,445.82,424.269,519.527
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.7173,360.825,453.807,431.547
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.4945,553.693,521.848,603.653
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,-0.4415,377.674,475.81,457.803
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,0.5654,565.019,652.854,579.287
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.6186,329.388,314.276,311.439
FIN,2.0,1.0,1.0,1.0,1.0,7.0,,0.5719,553.434,425.336,485.624
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,-0.1603,445.81,357.971,347.338
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.3038,272.02,235.286,212.35
FIN,1.0,1.0,2.0,2.0,1.0,9.0,,0.3825,474.945,500.042,494.144
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,0.0208,524.378,568.234,559.46
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.7938,388.937,360.355,328.695
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,1.3586,591.328,632.958,745.248
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.9787,644.311,589.077,703.32
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.2277,350.631,333.198,333.219
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,0.6132,350.936,350.532,403.74
